bls_item_code,item_name,series_id_cpi_u_nsa,series_id_cpi_u_sa,series_id_cpi_w_nsa,series_id_cpi_w_sa,api_url_v2,data_viewer_url
SA0,All items,CUUR0000SA0,CUSR0000SA0,CWUR0000SA0,CWSR0000SA0,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0,https://data.bls.gov/timeseries/CUUR0000SA0
SA0E,Energy,CUUR0000SA0E,CUSR0000SA0E,CWUR0000SA0E,CWSR0000SA0E,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0E,https://data.bls.gov/timeseries/CUUR0000SA0E
SA0L1,All items less food,CUUR0000SA0L1,CUSR0000SA0L1,CWUR0000SA0L1,CWSR0000SA0L1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0L1,https://data.bls.gov/timeseries/CUUR0000SA0L1
SA0L12,All items less food and shelter,CUUR0000SA0L12,CUSR0000SA0L12,CWUR0000SA0L12,CWSR0000SA0L12,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0L12,https://data.bls.gov/timeseries/CUUR0000SA0L12
SA0L1E,All items less food and energy,CUUR0000SA0L1E,CUSR0000SA0L1E,CWUR0000SA0L1E,CWSR0000SA0L1E,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0L1E,https://data.bls.gov/timeseries/CUUR0000SA0L1E
SA0L2,All items less shelter,CUUR0000SA0L2,CUSR0000SA0L2,CWUR0000SA0L2,CWSR0000SA0L2,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0L2,https://data.bls.gov/timeseries/CUUR0000SA0L2
SA0L5,All items less medical care,CUUR0000SA0L5,CUSR0000SA0L5,CWUR0000SA0L5,CWSR0000SA0L5,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0L5,https://data.bls.gov/timeseries/CUUR0000SA0L5
SA0LE,All items less energy,CUUR0000SA0LE,CUSR0000SA0LE,CWUR0000SA0LE,CWSR0000SA0LE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SA0LE,https://data.bls.gov/timeseries/CUUR0000SA0LE
SAC,Commodities,CUUR0000SAC,CUSR0000SAC,CWUR0000SAC,CWSR0000SAC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAC,https://data.bls.gov/timeseries/CUUR0000SAC
SACE,Energy commodities,CUUR0000SACE,CUSR0000SACE,CWUR0000SACE,CWSR0000SACE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SACE,https://data.bls.gov/timeseries/CUUR0000SACE
SACL1,Commodities less food,CUUR0000SACL1,CUSR0000SACL1,CWUR0000SACL1,CWSR0000SACL1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SACL1,https://data.bls.gov/timeseries/CUUR0000SACL1
SACL11,Commodities less food and beverages,CUUR0000SACL11,CUSR0000SACL11,CWUR0000SACL11,CWSR0000SACL11,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SACL11,https://data.bls.gov/timeseries/CUUR0000SACL11
SACL1E,Commodities less food and energy commodities,CUUR0000SACL1E,CUSR0000SACL1E,CWUR0000SACL1E,CWSR0000SACL1E,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SACL1E,https://data.bls.gov/timeseries/CUUR0000SACL1E
SAD,Durables,CUUR0000SAD,CUSR0000SAD,CWUR0000SAD,CWSR0000SAD,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAD,https://data.bls.gov/timeseries/CUUR0000SAD
SAN,Nondurables,CUUR0000SAN,CUSR0000SAN,CWUR0000SAN,CWSR0000SAN,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAN,https://data.bls.gov/timeseries/CUUR0000SAN
SAN1D,Domestically produced farm food,CUUR0000SAN1D,CUSR0000SAN1D,CWUR0000SAN1D,CWSR0000SAN1D,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAN1D,https://data.bls.gov/timeseries/CUUR0000SAN1D
SANL1,Nondurables less food,CUUR0000SANL1,CUSR0000SANL1,CWUR0000SANL1,CWSR0000SANL1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SANL1,https://data.bls.gov/timeseries/CUUR0000SANL1
SANL11,Nondurables less food and beverages,CUUR0000SANL11,CUSR0000SANL11,CWUR0000SANL11,CWSR0000SANL11,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SANL11,https://data.bls.gov/timeseries/CUUR0000SANL11
SANL113,"Nondurables less food, beverages, and apparel",CUUR0000SANL113,CUSR0000SANL113,CWUR0000SANL113,CWSR0000SANL113,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SANL113,https://data.bls.gov/timeseries/CUUR0000SANL113
SANL13,Nondurables less food and apparel,CUUR0000SANL13,CUSR0000SANL13,CWUR0000SANL13,CWSR0000SANL13,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SANL13,https://data.bls.gov/timeseries/CUUR0000SANL13
SAS,Services,CUUR0000SAS,CUSR0000SAS,CWUR0000SAS,CWSR0000SAS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAS,https://data.bls.gov/timeseries/CUUR0000SAS
SAS24,Utilities and public transportation,CUUR0000SAS24,CUSR0000SAS24,CWUR0000SAS24,CWSR0000SAS24,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAS24,https://data.bls.gov/timeseries/CUUR0000SAS24
SAS2RS,Rent of shelter,CUUR0000SAS2RS,CUSR0000SAS2RS,CWUR0000SAS2RS,CWSR0000SAS2RS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAS2RS,https://data.bls.gov/timeseries/CUUR0000SAS2RS
SAS367,Other services,CUUR0000SAS367,CUSR0000SAS367,CWUR0000SAS367,CWSR0000SAS367,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAS367,https://data.bls.gov/timeseries/CUUR0000SAS367
SAS4,Transportation services,CUUR0000SAS4,CUSR0000SAS4,CWUR0000SAS4,CWSR0000SAS4,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAS4,https://data.bls.gov/timeseries/CUUR0000SAS4
SASL2RS,Services less rent of shelter,CUUR0000SASL2RS,CUSR0000SASL2RS,CWUR0000SASL2RS,CWSR0000SASL2RS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SASL2RS,https://data.bls.gov/timeseries/CUUR0000SASL2RS
SASL5,Services less medical care services,CUUR0000SASL5,CUSR0000SASL5,CWUR0000SASL5,CWSR0000SASL5,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SASL5,https://data.bls.gov/timeseries/CUUR0000SASL5
SASLE,Services less energy services,CUUR0000SASLE,CUSR0000SASLE,CWUR0000SASLE,CWSR0000SASLE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SASLE,https://data.bls.gov/timeseries/CUUR0000SASLE
SAF,Food and beverages,CUUR0000SAF,CUSR0000SAF,CWUR0000SAF,CWSR0000SAF,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF,https://data.bls.gov/timeseries/CUUR0000SAF
SAF1,Food,CUUR0000SAF1,CUSR0000SAF1,CWUR0000SAF1,CWSR0000SAF1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF1,https://data.bls.gov/timeseries/CUUR0000SAF1
SAF11,Food at home,CUUR0000SAF11,CUSR0000SAF11,CWUR0000SAF11,CWSR0000SAF11,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF11,https://data.bls.gov/timeseries/CUUR0000SAF11
SAF111,Cereals and bakery products,CUUR0000SAF111,CUSR0000SAF111,CWUR0000SAF111,CWSR0000SAF111,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF111,https://data.bls.gov/timeseries/CUUR0000SAF111
SAF112,"Meats, poultry, fish, and eggs",CUUR0000SAF112,CUSR0000SAF112,CWUR0000SAF112,CWSR0000SAF112,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF112,https://data.bls.gov/timeseries/CUUR0000SAF112
SAF1121,"Meats, poultry, and fish",CUUR0000SAF1121,CUSR0000SAF1121,CWUR0000SAF1121,CWSR0000SAF1121,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF1121,https://data.bls.gov/timeseries/CUUR0000SAF1121
SAF11211,Meats,CUUR0000SAF11211,CUSR0000SAF11211,CWUR0000SAF11211,CWSR0000SAF11211,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF11211,https://data.bls.gov/timeseries/CUUR0000SAF11211
SAF113,Fruits and vegetables,CUUR0000SAF113,CUSR0000SAF113,CWUR0000SAF113,CWSR0000SAF113,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF113,https://data.bls.gov/timeseries/CUUR0000SAF113
SAF1131,Fresh fruits and vegetables,CUUR0000SAF1131,CUSR0000SAF1131,CWUR0000SAF1131,CWSR0000SAF1131,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF1131,https://data.bls.gov/timeseries/CUUR0000SAF1131
SAF114,Nonalcoholic beverages and beverage materials,CUUR0000SAF114,CUSR0000SAF114,CWUR0000SAF114,CWSR0000SAF114,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF114,https://data.bls.gov/timeseries/CUUR0000SAF114
SAF115,Other food at home,CUUR0000SAF115,CUSR0000SAF115,CWUR0000SAF115,CWSR0000SAF115,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF115,https://data.bls.gov/timeseries/CUUR0000SAF115
SAF116,Alcoholic beverages,CUUR0000SAF116,CUSR0000SAF116,CWUR0000SAF116,CWSR0000SAF116,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAF116,https://data.bls.gov/timeseries/CUUR0000SAF116
SEFV,Food away from home,CUUR0000SEFV,CUSR0000SEFV,CWUR0000SEFV,CWSR0000SEFV,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV,https://data.bls.gov/timeseries/CUUR0000SEFV
SEFV01,Full service meals and snacks,CUUR0000SEFV01,CUSR0000SEFV01,CWUR0000SEFV01,CWSR0000SEFV01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV01,https://data.bls.gov/timeseries/CUUR0000SEFV01
SEFV02,Limited service meals and snacks,CUUR0000SEFV02,CUSR0000SEFV02,CWUR0000SEFV02,CWSR0000SEFV02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV02,https://data.bls.gov/timeseries/CUUR0000SEFV02
SEFV03,Food at employee sites and schools,CUUR0000SEFV03,CUSR0000SEFV03,CWUR0000SEFV03,CWSR0000SEFV03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV03,https://data.bls.gov/timeseries/CUUR0000SEFV03
SEFV04,Food from vending machines and mobile vendors,CUUR0000SEFV04,CUSR0000SEFV04,CWUR0000SEFV04,CWSR0000SEFV04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV04,https://data.bls.gov/timeseries/CUUR0000SEFV04
SEFV05,Other food away from home,CUUR0000SEFV05,CUSR0000SEFV05,CWUR0000SEFV05,CWSR0000SEFV05,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFV05,https://data.bls.gov/timeseries/CUUR0000SEFV05
SEFA,Cereals and cereal products,CUUR0000SEFA,CUSR0000SEFA,CWUR0000SEFA,CWSR0000SEFA,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFA,https://data.bls.gov/timeseries/CUUR0000SEFA
SEFA01,Flour and prepared flour mixes,CUUR0000SEFA01,CUSR0000SEFA01,CWUR0000SEFA01,CWSR0000SEFA01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFA01,https://data.bls.gov/timeseries/CUUR0000SEFA01
SEFA02,Breakfast cereal,CUUR0000SEFA02,CUSR0000SEFA02,CWUR0000SEFA02,CWSR0000SEFA02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFA02,https://data.bls.gov/timeseries/CUUR0000SEFA02
SEFA03,"Rice, pasta, cornmeal",CUUR0000SEFA03,CUSR0000SEFA03,CWUR0000SEFA03,CWSR0000SEFA03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFA03,https://data.bls.gov/timeseries/CUUR0000SEFA03
SEFB,Bakery products,CUUR0000SEFB,CUSR0000SEFB,CWUR0000SEFB,CWSR0000SEFB,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFB,https://data.bls.gov/timeseries/CUUR0000SEFB
SEFB01,Bread,CUUR0000SEFB01,CUSR0000SEFB01,CWUR0000SEFB01,CWSR0000SEFB01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFB01,https://data.bls.gov/timeseries/CUUR0000SEFB01
SEFB02,"Fresh biscuits, rolls, muffins",CUUR0000SEFB02,CUSR0000SEFB02,CWUR0000SEFB02,CWSR0000SEFB02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFB02,https://data.bls.gov/timeseries/CUUR0000SEFB02
SEFB03,"Cakes, cupcakes, and cookies",CUUR0000SEFB03,CUSR0000SEFB03,CWUR0000SEFB03,CWSR0000SEFB03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFB03,https://data.bls.gov/timeseries/CUUR0000SEFB03
SEFB04,Other bakery products,CUUR0000SEFB04,CUSR0000SEFB04,CWUR0000SEFB04,CWSR0000SEFB04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFB04,https://data.bls.gov/timeseries/CUUR0000SEFB04
SEFC,Beef and veal,CUUR0000SEFC,CUSR0000SEFC,CWUR0000SEFC,CWSR0000SEFC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFC,https://data.bls.gov/timeseries/CUUR0000SEFC
SEFC01,Uncooked ground beef,CUUR0000SEFC01,CUSR0000SEFC01,CWUR0000SEFC01,CWSR0000SEFC01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFC01,https://data.bls.gov/timeseries/CUUR0000SEFC01
SEFC02,Uncooked beef roasts,CUUR0000SEFC02,CUSR0000SEFC02,CWUR0000SEFC02,CWSR0000SEFC02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFC02,https://data.bls.gov/timeseries/CUUR0000SEFC02
SEFC03,Uncooked beef steaks,CUUR0000SEFC03,CUSR0000SEFC03,CWUR0000SEFC03,CWSR0000SEFC03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFC03,https://data.bls.gov/timeseries/CUUR0000SEFC03
SEFC04,Uncooked other beef and veal,CUUR0000SEFC04,CUSR0000SEFC04,CWUR0000SEFC04,CWSR0000SEFC04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFC04,https://data.bls.gov/timeseries/CUUR0000SEFC04
SEFD,Pork,CUUR0000SEFD,CUSR0000SEFD,CWUR0000SEFD,CWSR0000SEFD,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFD,https://data.bls.gov/timeseries/CUUR0000SEFD
SEFD01,"Bacon, breakfast sausage, and related products",CUUR0000SEFD01,CUSR0000SEFD01,CWUR0000SEFD01,CWSR0000SEFD01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFD01,https://data.bls.gov/timeseries/CUUR0000SEFD01
SEFD02,Ham,CUUR0000SEFD02,CUSR0000SEFD02,CWUR0000SEFD02,CWSR0000SEFD02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFD02,https://data.bls.gov/timeseries/CUUR0000SEFD02
SEFD03,Pork chops,CUUR0000SEFD03,CUSR0000SEFD03,CWUR0000SEFD03,CWSR0000SEFD03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFD03,https://data.bls.gov/timeseries/CUUR0000SEFD03
SEFD04,"Other pork including roasts, steaks, and ribs",CUUR0000SEFD04,CUSR0000SEFD04,CWUR0000SEFD04,CWSR0000SEFD04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFD04,https://data.bls.gov/timeseries/CUUR0000SEFD04
SEFE,Other meats,CUUR0000SEFE,CUSR0000SEFE,CWUR0000SEFE,CWSR0000SEFE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFE,https://data.bls.gov/timeseries/CUUR0000SEFE
SEFF,Poultry,CUUR0000SEFF,CUSR0000SEFF,CWUR0000SEFF,CWSR0000SEFF,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFF,https://data.bls.gov/timeseries/CUUR0000SEFF
SEFF01,Chicken,CUUR0000SEFF01,CUSR0000SEFF01,CWUR0000SEFF01,CWSR0000SEFF01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFF01,https://data.bls.gov/timeseries/CUUR0000SEFF01
SEFF02,Other uncooked poultry including turkey,CUUR0000SEFF02,CUSR0000SEFF02,CWUR0000SEFF02,CWSR0000SEFF02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFF02,https://data.bls.gov/timeseries/CUUR0000SEFF02
SEFG,Fish and seafood,CUUR0000SEFG,CUSR0000SEFG,CWUR0000SEFG,CWSR0000SEFG,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFG,https://data.bls.gov/timeseries/CUUR0000SEFG
SEFG01,Fresh fish and seafood,CUUR0000SEFG01,CUSR0000SEFG01,CWUR0000SEFG01,CWSR0000SEFG01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFG01,https://data.bls.gov/timeseries/CUUR0000SEFG01
SEFG02,Processed fish and seafood,CUUR0000SEFG02,CUSR0000SEFG02,CWUR0000SEFG02,CWSR0000SEFG02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFG02,https://data.bls.gov/timeseries/CUUR0000SEFG02
SEFH,Eggs,CUUR0000SEFH,CUSR0000SEFH,CWUR0000SEFH,CWSR0000SEFH,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFH,https://data.bls.gov/timeseries/CUUR0000SEFH
SEFJ,Dairy and related products,CUUR0000SEFJ,CUSR0000SEFJ,CWUR0000SEFJ,CWSR0000SEFJ,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFJ,https://data.bls.gov/timeseries/CUUR0000SEFJ
SEFJ01,Milk,CUUR0000SEFJ01,CUSR0000SEFJ01,CWUR0000SEFJ01,CWSR0000SEFJ01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFJ01,https://data.bls.gov/timeseries/CUUR0000SEFJ01
SEFJ02,Cheese and related products,CUUR0000SEFJ02,CUSR0000SEFJ02,CWUR0000SEFJ02,CWSR0000SEFJ02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFJ02,https://data.bls.gov/timeseries/CUUR0000SEFJ02
SEFJ03,Ice cream and related products,CUUR0000SEFJ03,CUSR0000SEFJ03,CWUR0000SEFJ03,CWSR0000SEFJ03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFJ03,https://data.bls.gov/timeseries/CUUR0000SEFJ03
SEFJ04,Other dairy and related products,CUUR0000SEFJ04,CUSR0000SEFJ04,CWUR0000SEFJ04,CWSR0000SEFJ04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFJ04,https://data.bls.gov/timeseries/CUUR0000SEFJ04
SEFK,Fresh fruits,CUUR0000SEFK,CUSR0000SEFK,CWUR0000SEFK,CWSR0000SEFK,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFK,https://data.bls.gov/timeseries/CUUR0000SEFK
SEFK01,Apples,CUUR0000SEFK01,CUSR0000SEFK01,CWUR0000SEFK01,CWSR0000SEFK01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFK01,https://data.bls.gov/timeseries/CUUR0000SEFK01
SEFK02,Bananas,CUUR0000SEFK02,CUSR0000SEFK02,CWUR0000SEFK02,CWSR0000SEFK02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFK02,https://data.bls.gov/timeseries/CUUR0000SEFK02
SEFK03,Citrus fruits,CUUR0000SEFK03,CUSR0000SEFK03,CWUR0000SEFK03,CWSR0000SEFK03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFK03,https://data.bls.gov/timeseries/CUUR0000SEFK03
SEFK04,Other fresh fruits,CUUR0000SEFK04,CUSR0000SEFK04,CWUR0000SEFK04,CWSR0000SEFK04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFK04,https://data.bls.gov/timeseries/CUUR0000SEFK04
SEFL,Fresh vegetables,CUUR0000SEFL,CUSR0000SEFL,CWUR0000SEFL,CWSR0000SEFL,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFL,https://data.bls.gov/timeseries/CUUR0000SEFL
SEFL01,Potatoes,CUUR0000SEFL01,CUSR0000SEFL01,CWUR0000SEFL01,CWSR0000SEFL01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFL01,https://data.bls.gov/timeseries/CUUR0000SEFL01
SEFL02,Lettuce,CUUR0000SEFL02,CUSR0000SEFL02,CWUR0000SEFL02,CWSR0000SEFL02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFL02,https://data.bls.gov/timeseries/CUUR0000SEFL02
SEFL03,Tomatoes,CUUR0000SEFL03,CUSR0000SEFL03,CWUR0000SEFL03,CWSR0000SEFL03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFL03,https://data.bls.gov/timeseries/CUUR0000SEFL03
SEFL04,Other fresh vegetables,CUUR0000SEFL04,CUSR0000SEFL04,CWUR0000SEFL04,CWSR0000SEFL04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFL04,https://data.bls.gov/timeseries/CUUR0000SEFL04
SEFM,Processed fruits and vegetables,CUUR0000SEFM,CUSR0000SEFM,CWUR0000SEFM,CWSR0000SEFM,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFM,https://data.bls.gov/timeseries/CUUR0000SEFM
SEFM01,Canned fruits and vegetables,CUUR0000SEFM01,CUSR0000SEFM01,CWUR0000SEFM01,CWSR0000SEFM01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFM01,https://data.bls.gov/timeseries/CUUR0000SEFM01
SEFM02,Frozen fruits and vegetables,CUUR0000SEFM02,CUSR0000SEFM02,CWUR0000SEFM02,CWSR0000SEFM02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFM02,https://data.bls.gov/timeseries/CUUR0000SEFM02
SEFM03,Other processed fruits and vegetables including dried,CUUR0000SEFM03,CUSR0000SEFM03,CWUR0000SEFM03,CWSR0000SEFM03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFM03,https://data.bls.gov/timeseries/CUUR0000SEFM03
SEFN,Juices and nonalcoholic drinks,CUUR0000SEFN,CUSR0000SEFN,CWUR0000SEFN,CWSR0000SEFN,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFN,https://data.bls.gov/timeseries/CUUR0000SEFN
SEFN01,Carbonated drinks,CUUR0000SEFN01,CUSR0000SEFN01,CWUR0000SEFN01,CWSR0000SEFN01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFN01,https://data.bls.gov/timeseries/CUUR0000SEFN01
SEFN02,Frozen noncarbonated juices and drinks,CUUR0000SEFN02,CUSR0000SEFN02,CWUR0000SEFN02,CWSR0000SEFN02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFN02,https://data.bls.gov/timeseries/CUUR0000SEFN02
SEFN03,Nonfrozen noncarbonated juices and drinks,CUUR0000SEFN03,CUSR0000SEFN03,CWUR0000SEFN03,CWSR0000SEFN03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFN03,https://data.bls.gov/timeseries/CUUR0000SEFN03
SEFP,Beverage materials including coffee and tea,CUUR0000SEFP,CUSR0000SEFP,CWUR0000SEFP,CWSR0000SEFP,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFP,https://data.bls.gov/timeseries/CUUR0000SEFP
SEFP01,Coffee,CUUR0000SEFP01,CUSR0000SEFP01,CWUR0000SEFP01,CWSR0000SEFP01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFP01,https://data.bls.gov/timeseries/CUUR0000SEFP01
SEFP02,Other beverage materials including tea,CUUR0000SEFP02,CUSR0000SEFP02,CWUR0000SEFP02,CWSR0000SEFP02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFP02,https://data.bls.gov/timeseries/CUUR0000SEFP02
SEFR,Sugar and sweets,CUUR0000SEFR,CUSR0000SEFR,CWUR0000SEFR,CWSR0000SEFR,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFR,https://data.bls.gov/timeseries/CUUR0000SEFR
SEFR01,Sugar and artificial sweeteners,CUUR0000SEFR01,CUSR0000SEFR01,CWUR0000SEFR01,CWSR0000SEFR01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFR01,https://data.bls.gov/timeseries/CUUR0000SEFR01
SEFR02,Candy and chewing gum,CUUR0000SEFR02,CUSR0000SEFR02,CWUR0000SEFR02,CWSR0000SEFR02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFR02,https://data.bls.gov/timeseries/CUUR0000SEFR02
SEFR03,Other sweets,CUUR0000SEFR03,CUSR0000SEFR03,CWUR0000SEFR03,CWSR0000SEFR03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFR03,https://data.bls.gov/timeseries/CUUR0000SEFR03
SEFS,Fats and oils,CUUR0000SEFS,CUSR0000SEFS,CWUR0000SEFS,CWSR0000SEFS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEFS,https://data.bls.gov/timeseries/CUUR0000SEFS
