bls_item_code,item_name,series_id_cpi_u_nsa,series_id_cpi_u_sa,series_id_cpi_w_nsa,series_id_cpi_w_sa,api_url_v2,data_viewer_url
SETD01,Motor vehicle body work,CUUR0000SETD01,CUSR0000SETD01,CWUR0000SETD01,CWSR0000SETD01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETD01,https://data.bls.gov/timeseries/CUUR0000SETD01
SETD02,Motor vehicle maintenance and servicing,CUUR0000SETD02,CUSR0000SETD02,CWUR0000SETD02,CWSR0000SETD02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETD02,https://data.bls.gov/timeseries/CUUR0000SETD02
SETD03,Motor vehicle repair,CUUR0000SETD03,CUSR0000SETD03,CWUR0000SETD03,CWSR0000SETD03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETD03,https://data.bls.gov/timeseries/CUUR0000SETD03
SETE,Motor vehicle insurance,CUUR0000SETE,CUSR0000SETE,CWUR0000SETE,CWSR0000SETE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETE,https://data.bls.gov/timeseries/CUUR0000SETE
SETF,Motor vehicle fees,CUUR0000SETF,CUSR0000SETF,CWUR0000SETF,CWSR0000SETF,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETF,https://data.bls.gov/timeseries/CUUR0000SETF
SETF01,State motor vehicle registration and license fees,CUUR0000SETF01,CUSR0000SETF01,CWUR0000SETF01,CWSR0000SETF01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETF01,https://data.bls.gov/timeseries/CUUR0000SETF01
SETF03,Parking and other fees,CUUR0000SETF03,CUSR0000SETF03,CWUR0000SETF03,CWSR0000SETF03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETF03,https://data.bls.gov/timeseries/CUUR0000SETF03
SETG,Public transportation,CUUR0000SETG,CUSR0000SETG,CWUR0000SETG,CWSR0000SETG,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETG,https://data.bls.gov/timeseries/CUUR0000SETG
SETG01,Airline fare,CUUR0000SETG01,CUSR0000SETG01,CWUR0000SETG01,CWSR0000SETG01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETG01,https://data.bls.gov/timeseries/CUUR0000SETG01
SETG02,Other intercity transportation,CUUR0000SETG02,CUSR0000SETG02,CWUR0000SETG02,CWSR0000SETG02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETG02,https://data.bls.gov/timeseries/CUUR0000SETG02
SETG03,Intracity transportation,CUUR0000SETG03,CUSR0000SETG03,CWUR0000SETG03,CWSR0000SETG03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SETG03,https://data.bls.gov/timeseries/CUUR0000SETG03
SAM,Medical care,CUUR0000SAM,CUSR0000SAM,CWUR0000SAM,CWSR0000SAM,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAM,https://data.bls.gov/timeseries/CUUR0000SAM
SAM1,Medical care commodities,CUUR0000SAM1,CUSR0000SAM1,CWUR0000SAM1,CWSR0000SAM1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAM1,https://data.bls.gov/timeseries/CUUR0000SAM1
SAM2,Medical care services,CUUR0000SAM2,CUSR0000SAM2,CWUR0000SAM2,CWSR0000SAM2,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAM2,https://data.bls.gov/timeseries/CUUR0000SAM2
SEMC,Professional services,CUUR0000SEMC,CUSR0000SEMC,CWUR0000SEMC,CWSR0000SEMC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMC,https://data.bls.gov/timeseries/CUUR0000SEMC
SEMC01,Physicians' services,CUUR0000SEMC01,CUSR0000SEMC01,CWUR0000SEMC01,CWSR0000SEMC01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMC01,https://data.bls.gov/timeseries/CUUR0000SEMC01
SEMC02,Dental services,CUUR0000SEMC02,CUSR0000SEMC02,CWUR0000SEMC02,CWSR0000SEMC02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMC02,https://data.bls.gov/timeseries/CUUR0000SEMC02
SEMC03,Eyeglasses and eye care,CUUR0000SEMC03,CUSR0000SEMC03,CWUR0000SEMC03,CWSR0000SEMC03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMC03,https://data.bls.gov/timeseries/CUUR0000SEMC03
SEMC04,Services by other medical professionals,CUUR0000SEMC04,CUSR0000SEMC04,CWUR0000SEMC04,CWSR0000SEMC04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMC04,https://data.bls.gov/timeseries/CUUR0000SEMC04
SEMD,Hospital and related services,CUUR0000SEMD,CUSR0000SEMD,CWUR0000SEMD,CWSR0000SEMD,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMD,https://data.bls.gov/timeseries/CUUR0000SEMD
SEMD01,Hospital services,CUUR0000SEMD01,CUSR0000SEMD01,CWUR0000SEMD01,CWSR0000SEMD01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMD01,https://data.bls.gov/timeseries/CUUR0000SEMD01
SEMD02,Nursing homes and adult day services,CUUR0000SEMD02,CUSR0000SEMD02,CWUR0000SEMD02,CWSR0000SEMD02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMD02,https://data.bls.gov/timeseries/CUUR0000SEMD02
SEMD03,Care of invalids and elderly at home,CUUR0000SEMD03,CUSR0000SEMD03,CWUR0000SEMD03,CWSR0000SEMD03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMD03,https://data.bls.gov/timeseries/CUUR0000SEMD03
SEME,Health insurance,CUUR0000SEME,CUSR0000SEME,CWUR0000SEME,CWSR0000SEME,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEME,https://data.bls.gov/timeseries/CUUR0000SEME
SEMF,Medicinal drugs,CUUR0000SEMF,CUSR0000SEMF,CWUR0000SEMF,CWSR0000SEMF,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMF,https://data.bls.gov/timeseries/CUUR0000SEMF
SEMF01,Prescription drugs,CUUR0000SEMF01,CUSR0000SEMF01,CWUR0000SEMF01,CWSR0000SEMF01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMF01,https://data.bls.gov/timeseries/CUUR0000SEMF01
SEMF02,Nonprescription drugs,CUUR0000SEMF02,CUSR0000SEMF02,CWUR0000SEMF02,CWSR0000SEMF02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMF02,https://data.bls.gov/timeseries/CUUR0000SEMF02
SEMG,Medical equipment and supplies,CUUR0000SEMG,CUSR0000SEMG,CWUR0000SEMG,CWSR0000SEMG,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEMG,https://data.bls.gov/timeseries/CUUR0000SEMG
SAR,Recreation,CUUR0000SAR,CUSR0000SAR,CWUR0000SAR,CWSR0000SAR,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAR,https://data.bls.gov/timeseries/CUUR0000SAR
SARC,Recreation commodities,CUUR0000SARC,CUSR0000SARC,CWUR0000SARC,CWSR0000SARC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SARC,https://data.bls.gov/timeseries/CUUR0000SARC
SARS,Recreation services,CUUR0000SARS,CUSR0000SARS,CWUR0000SARS,CWSR0000SARS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SARS,https://data.bls.gov/timeseries/CUUR0000SARS
SERA,Video and audio,CUUR0000SERA,CUSR0000SERA,CWUR0000SERA,CWSR0000SERA,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA,https://data.bls.gov/timeseries/CUUR0000SERA
SERA01,Televisions,CUUR0000SERA01,CUSR0000SERA01,CWUR0000SERA01,CWSR0000SERA01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA01,https://data.bls.gov/timeseries/CUUR0000SERA01
SERA02,"Cable, satellite, and live streaming television service",CUUR0000SERA02,CUSR0000SERA02,CWUR0000SERA02,CWSR0000SERA02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA02,https://data.bls.gov/timeseries/CUUR0000SERA02
SERA03,Other video equipment,CUUR0000SERA03,CUSR0000SERA03,CWUR0000SERA03,CWSR0000SERA03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA03,https://data.bls.gov/timeseries/CUUR0000SERA03
SERA04,"Purchase, subscription, and rental of video",CUUR0000SERA04,CUSR0000SERA04,CWUR0000SERA04,CWSR0000SERA04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA04,https://data.bls.gov/timeseries/CUUR0000SERA04
SERA05,Audio equipment,CUUR0000SERA05,CUSR0000SERA05,CWUR0000SERA05,CWSR0000SERA05,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA05,https://data.bls.gov/timeseries/CUUR0000SERA05
SERA06,Recorded music and music subscriptions,CUUR0000SERA06,CUSR0000SERA06,CWUR0000SERA06,CWSR0000SERA06,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERA06,https://data.bls.gov/timeseries/CUUR0000SERA06
SERAC,Video and audio products,CUUR0000SERAC,CUSR0000SERAC,CWUR0000SERAC,CWSR0000SERAC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERAC,https://data.bls.gov/timeseries/CUUR0000SERAC
SERAS,Video and audio services,CUUR0000SERAS,CUSR0000SERAS,CWUR0000SERAS,CWSR0000SERAS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERAS,https://data.bls.gov/timeseries/CUUR0000SERAS
SERB,"Pets, pet products and services",CUUR0000SERB,CUSR0000SERB,CWUR0000SERB,CWSR0000SERB,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERB,https://data.bls.gov/timeseries/CUUR0000SERB
SERB01,Pets and pet products,CUUR0000SERB01,CUSR0000SERB01,CWUR0000SERB01,CWSR0000SERB01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERB01,https://data.bls.gov/timeseries/CUUR0000SERB01
SERB02,Pet services including veterinary,CUUR0000SERB02,CUSR0000SERB02,CWUR0000SERB02,CWSR0000SERB02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERB02,https://data.bls.gov/timeseries/CUUR0000SERB02
SERC,Sporting goods,CUUR0000SERC,CUSR0000SERC,CWUR0000SERC,CWSR0000SERC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERC,https://data.bls.gov/timeseries/CUUR0000SERC
SERC01,Sports vehicles including bicycles,CUUR0000SERC01,CUSR0000SERC01,CWUR0000SERC01,CWSR0000SERC01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERC01,https://data.bls.gov/timeseries/CUUR0000SERC01
SERC02,Sports equipment,CUUR0000SERC02,CUSR0000SERC02,CWUR0000SERC02,CWSR0000SERC02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERC02,https://data.bls.gov/timeseries/CUUR0000SERC02
SERD,Photography,CUUR0000SERD,CUSR0000SERD,CWUR0000SERD,CWSR0000SERD,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERD,https://data.bls.gov/timeseries/CUUR0000SERD
SERD01,Photographic equipment and supplies,CUUR0000SERD01,CUSR0000SERD01,CWUR0000SERD01,CWSR0000SERD01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERD01,https://data.bls.gov/timeseries/CUUR0000SERD01
SERD02,Photographers and photo processing,CUUR0000SERD02,CUSR0000SERD02,CWUR0000SERD02,CWSR0000SERD02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERD02,https://data.bls.gov/timeseries/CUUR0000SERD02
SERE,Other recreational goods,CUUR0000SERE,CUSR0000SERE,CWUR0000SERE,CWSR0000SERE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERE,https://data.bls.gov/timeseries/CUUR0000SERE
SERE01,Toys,CUUR0000SERE01,CUSR0000SERE01,CWUR0000SERE01,CWSR0000SERE01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERE01,https://data.bls.gov/timeseries/CUUR0000SERE01
SERE02,"Sewing machines, fabric and supplies",CUUR0000SERE02,CUSR0000SERE02,CWUR0000SERE02,CWSR0000SERE02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERE02,https://data.bls.gov/timeseries/CUUR0000SERE02
SERE03,Music instruments and accessories,CUUR0000SERE03,CUSR0000SERE03,CWUR0000SERE03,CWSR0000SERE03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERE03,https://data.bls.gov/timeseries/CUUR0000SERE03
SERF,Other recreation services,CUUR0000SERF,CUSR0000SERF,CWUR0000SERF,CWSR0000SERF,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERF,https://data.bls.gov/timeseries/CUUR0000SERF
SERF01,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees",CUUR0000SERF01,CUSR0000SERF01,CWUR0000SERF01,CWSR0000SERF01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERF01,https://data.bls.gov/timeseries/CUUR0000SERF01
SERF02,Admissions,CUUR0000SERF02,CUSR0000SERF02,CWUR0000SERF02,CWSR0000SERF02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERF02,https://data.bls.gov/timeseries/CUUR0000SERF02
SERF03,Fees for lessons or instructions,CUUR0000SERF03,CUSR0000SERF03,CWUR0000SERF03,CWSR0000SERF03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERF03,https://data.bls.gov/timeseries/CUUR0000SERF03
SERG,Recreational reading materials,CUUR0000SERG,CUSR0000SERG,CWUR0000SERG,CWSR0000SERG,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERG,https://data.bls.gov/timeseries/CUUR0000SERG
SERG01,Newspapers and magazines,CUUR0000SERG01,CUSR0000SERG01,CWUR0000SERG01,CWSR0000SERG01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERG01,https://data.bls.gov/timeseries/CUUR0000SERG01
SERG02,Recreational books,CUUR0000SERG02,CUSR0000SERG02,CWUR0000SERG02,CWSR0000SERG02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SERG02,https://data.bls.gov/timeseries/CUUR0000SERG02
SAE,Education and communication,CUUR0000SAE,CUSR0000SAE,CWUR0000SAE,CWSR0000SAE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAE,https://data.bls.gov/timeseries/CUUR0000SAE
SAE1,Education,CUUR0000SAE1,CUSR0000SAE1,CWUR0000SAE1,CWSR0000SAE1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAE1,https://data.bls.gov/timeseries/CUUR0000SAE1
SAE2,Communication,CUUR0000SAE2,CUSR0000SAE2,CWUR0000SAE2,CWSR0000SAE2,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAE2,https://data.bls.gov/timeseries/CUUR0000SAE2
SAE21,Information and information processing,CUUR0000SAE21,CUSR0000SAE21,CWUR0000SAE21,CWSR0000SAE21,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAE21,https://data.bls.gov/timeseries/CUUR0000SAE21
SAEC,Education and communication commodities,CUUR0000SAEC,CUSR0000SAEC,CWUR0000SAEC,CWSR0000SAEC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAEC,https://data.bls.gov/timeseries/CUUR0000SAEC
SAES,Education and communication services,CUUR0000SAES,CUSR0000SAES,CWUR0000SAES,CWSR0000SAES,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAES,https://data.bls.gov/timeseries/CUUR0000SAES
SEEA,Educational books and supplies,CUUR0000SEEA,CUSR0000SEEA,CWUR0000SEEA,CWSR0000SEEA,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEA,https://data.bls.gov/timeseries/CUUR0000SEEA
SEEB,"Tuition, other school fees, and childcare",CUUR0000SEEB,CUSR0000SEEB,CWUR0000SEEB,CWSR0000SEEB,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEB,https://data.bls.gov/timeseries/CUUR0000SEEB
SEEB01,College tuition and fees,CUUR0000SEEB01,CUSR0000SEEB01,CWUR0000SEEB01,CWSR0000SEEB01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEB01,https://data.bls.gov/timeseries/CUUR0000SEEB01
SEEB02,Elementary and high school tuition and fees,CUUR0000SEEB02,CUSR0000SEEB02,CWUR0000SEEB02,CWSR0000SEEB02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEB02,https://data.bls.gov/timeseries/CUUR0000SEEB02
SEEB03,Child care and nursery school,CUUR0000SEEB03,CUSR0000SEEB03,CWUR0000SEEB03,CWSR0000SEEB03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEB03,https://data.bls.gov/timeseries/CUUR0000SEEB03
SEEB04,Technical and business school tuition and fees,CUUR0000SEEB04,CUSR0000SEEB04,CWUR0000SEEB04,CWSR0000SEEB04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEB04,https://data.bls.gov/timeseries/CUUR0000SEEB04
SEEC,Postage and delivery services,CUUR0000SEEC,CUSR0000SEEC,CWUR0000SEEC,CWSR0000SEEC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEC,https://data.bls.gov/timeseries/CUUR0000SEEC
SEEC01,Postage,CUUR0000SEEC01,CUSR0000SEEC01,CWUR0000SEEC01,CWSR0000SEEC01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEC01,https://data.bls.gov/timeseries/CUUR0000SEEC01
SEEC02,Delivery services,CUUR0000SEEC02,CUSR0000SEEC02,CWUR0000SEEC02,CWSR0000SEEC02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEC02,https://data.bls.gov/timeseries/CUUR0000SEEC02
SEED,Residential telephone services,CUUR0000SEED,CUSR0000SEED,CWUR0000SEED,CWSR0000SEED,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEED,https://data.bls.gov/timeseries/CUUR0000SEED
SEED03,Wireless telephone services,CUUR0000SEED03,CUSR0000SEED03,CWUR0000SEED03,CWSR0000SEED03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEED03,https://data.bls.gov/timeseries/CUUR0000SEED03
SEED04,Land-line telephone services,CUUR0000SEED04,CUSR0000SEED04,CWUR0000SEED04,CWSR0000SEED04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEED04,https://data.bls.gov/timeseries/CUUR0000SEED04
SEEE,"Information technology, hardware and services",CUUR0000SEEE,CUSR0000SEEE,CWUR0000SEEE,CWSR0000SEEE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEE,https://data.bls.gov/timeseries/CUUR0000SEEE
SEEE01,Personal computers and peripheral equipment,CUUR0000SEEE01,CUSR0000SEEE01,CWUR0000SEEE01,CWSR0000SEEE01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEE01,https://data.bls.gov/timeseries/CUUR0000SEEE01
SEEE02,Computer software and accessories,CUUR0000SEEE02,CUSR0000SEEE02,CWUR0000SEEE02,CWSR0000SEEE02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEE02,https://data.bls.gov/timeseries/CUUR0000SEEE02
SEEE03,Internet services and electronic information providers,CUUR0000SEEE03,CUSR0000SEEE03,CWUR0000SEEE03,CWSR0000SEEE03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEE03,https://data.bls.gov/timeseries/CUUR0000SEEE03
SEEE04,"Telephone hardware, calculators, and other consumer information items",CUUR0000SEEE04,CUSR0000SEEE04,CWUR0000SEEE04,CWSR0000SEEE04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEE04,https://data.bls.gov/timeseries/CUUR0000SEEE04
SEEEC,Information technology commodities,CUUR0000SEEEC,CUSR0000SEEEC,CWUR0000SEEEC,CWSR0000SEEEC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEEEC,https://data.bls.gov/timeseries/CUUR0000SEEEC
SAG,Other goods and services,CUUR0000SAG,CUSR0000SAG,CWUR0000SAG,CWSR0000SAG,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAG,https://data.bls.gov/timeseries/CUUR0000SAG
SAG1,Personal care,CUUR0000SAG1,CUSR0000SAG1,CWUR0000SAG1,CWSR0000SAG1,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAG1,https://data.bls.gov/timeseries/CUUR0000SAG1
SAGC,Other goods,CUUR0000SAGC,CUSR0000SAGC,CWUR0000SAGC,CWSR0000SAGC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAGC,https://data.bls.gov/timeseries/CUUR0000SAGC
SAGS,Other personal services,CUUR0000SAGS,CUSR0000SAGS,CWUR0000SAGS,CWSR0000SAGS,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SAGS,https://data.bls.gov/timeseries/CUUR0000SAGS
SEGA,Tobacco and smoking products,CUUR0000SEGA,CUSR0000SEGA,CWUR0000SEGA,CWSR0000SEGA,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGA,https://data.bls.gov/timeseries/CUUR0000SEGA
SEGA01,Cigarettes,CUUR0000SEGA01,CUSR0000SEGA01,CWUR0000SEGA01,CWSR0000SEGA01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGA01,https://data.bls.gov/timeseries/CUUR0000SEGA01
SEGA02,Tobacco products other than cigarettes,CUUR0000SEGA02,CUSR0000SEGA02,CWUR0000SEGA02,CWSR0000SEGA02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGA02,https://data.bls.gov/timeseries/CUUR0000SEGA02
SEGB,Personal care products,CUUR0000SEGB,CUSR0000SEGB,CWUR0000SEGB,CWSR0000SEGB,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGB,https://data.bls.gov/timeseries/CUUR0000SEGB
SEGB01,"Hair, dental, shaving, and miscellaneous personal care products",CUUR0000SEGB01,CUSR0000SEGB01,CWUR0000SEGB01,CWSR0000SEGB01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGB01,https://data.bls.gov/timeseries/CUUR0000SEGB01
SEGB02,"Cosmetics, perfume, bath, nail preparations and implements",CUUR0000SEGB02,CUSR0000SEGB02,CWUR0000SEGB02,CWSR0000SEGB02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGB02,https://data.bls.gov/timeseries/CUUR0000SEGB02
SEGC,Personal care services,CUUR0000SEGC,CUSR0000SEGC,CWUR0000SEGC,CWSR0000SEGC,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGC,https://data.bls.gov/timeseries/CUUR0000SEGC
SEGC01,Haircuts and other personal care services,CUUR0000SEGC01,CUSR0000SEGC01,CWUR0000SEGC01,CWSR0000SEGC01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGC01,https://data.bls.gov/timeseries/CUUR0000SEGC01
SEGD,Miscellaneous personal services,CUUR0000SEGD,CUSR0000SEGD,CWUR0000SEGD,CWSR0000SEGD,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD,https://data.bls.gov/timeseries/CUUR0000SEGD
SEGD01,Legal services,CUUR0000SEGD01,CUSR0000SEGD01,CWUR0000SEGD01,CWSR0000SEGD01,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD01,https://data.bls.gov/timeseries/CUUR0000SEGD01
SEGD02,Funeral expenses,CUUR0000SEGD02,CUSR0000SEGD02,CWUR0000SEGD02,CWSR0000SEGD02,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD02,https://data.bls.gov/timeseries/CUUR0000SEGD02
SEGD03,Laundry and dry cleaning services,CUUR0000SEGD03,CUSR0000SEGD03,CWUR0000SEGD03,CWSR0000SEGD03,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD03,https://data.bls.gov/timeseries/CUUR0000SEGD03
SEGD04,Apparel services other than laundry and dry cleaning,CUUR0000SEGD04,CUSR0000SEGD04,CWUR0000SEGD04,CWSR0000SEGD04,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD04,https://data.bls.gov/timeseries/CUUR0000SEGD04
SEGD05,Financial services,CUUR0000SEGD05,CUSR0000SEGD05,CWUR0000SEGD05,CWSR0000SEGD05,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGD05,https://data.bls.gov/timeseries/CUUR0000SEGD05
SEGE,Miscellaneous personal goods,CUUR0000SEGE,CUSR0000SEGE,CWUR0000SEGE,CWSR0000SEGE,https://api.bls.gov/publicAPI/v2/timeseries/data/CUUR0000SEGE,https://data.bls.gov/timeseries/CUUR0000SEGE
